id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position,p,fold-change
352,"Fas (TNF receptor superfamily, member 6)",352,"FAS","Fas (TNF receptor superfamily, member 6)",355,"10","n/a","n/a","2.79e-09","2.169"
4333,"myelin protein zero",4333,"MPZ","myelin protein zero",4359,"1","n/a","n/a","1.77e-13","2.169"
5107,"phosphodiesterase 3A, cGMP-inhibited",5107,"PDE3A","phosphodiesterase 3A, cGMP-inhibited",5139,"12","n/a","n/a","9.42e-11","2.164"
22579,"metal response element binding transcription factor 2",22579,"MTF2","metal response element binding transcription factor 2",22823,"1","n/a","n/a","3.29e-15","2.164"
60868,"forkhead box Q1",60868,"FOXQ1","forkhead box Q1",94234,"6","n/a","n/a","1.25e-07","2.164"
4287,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",4287,"MMP2","matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",4313,"16","n/a","n/a","2.35e-05","2.163"
10920,"TRIO and F-actin binding protein",10920,"TRIOBP","TRIO and F-actin binding protein",11078,"22","n/a","n/a","2.98e-11","2.162"
157120997,"uncharacterized LOC100505498",157120997,"LOC100505498","uncharacterized LOC100505498",100505498,"2","n/a","n/a","1.08e-05","2.162"
11158,"transmembrane channel-like 6",11158,"TMC6","transmembrane channel-like 6",11322,"17","n/a","n/a","4.31e-10","2.161"
119543,"SFT2 domain containing 2",119543,"SFT2D2","SFT2 domain containing 2",375035,"1","n/a","n/a","1.66e-10","2.160"
59856,"EF-hand calcium binding domain 11",59856,"EFCAB11","EF-hand calcium binding domain 11",90141,"14","n/a","n/a","6.12e-19","2.159"
122163,"small nucleolar RNA host gene 5 (non-protein coding)",122163,"SNHG5","small nucleolar RNA host gene 5 (non-protein coding)",387066,"6","n/a","n/a","4.03e-04","2.157"
27180,"echinoderm microtubule associated protein like 4",27180,"EML4","echinoderm microtubule associated protein like 4",27436,"2","n/a","n/a","1.97e-14","2.153"
85697,"jumonji domain containing 1C",85697,"JMJD1C","jumonji domain containing 1C",221037,"10","n/a","n/a","3.02e-12","2.153"
58891,"methylmalonyl CoA epimerase",58891,"MCEE","methylmalonyl CoA epimerase",84693,"2","n/a","n/a","4.39e-11","2.153"
7071,"thymosin beta 4, X-linked",7071,"TMSB4X","thymosin beta 4, X-linked",7114,"X","n/a","n/a","1.32e-10","2.152"
34240,"COMM domain containing 8",34240,"COMMD8","COMM domain containing 8",54951,"4","n/a","n/a","4.50e-11","2.152"
5002,"prolyl 4-hydroxylase, beta polypeptide",5002,"P4HB","prolyl 4-hydroxylase, beta polypeptide",5034,"17","n/a","n/a","5.03e-15","2.152"
34543,"transmembrane protein 39A",34543,"TMEM39A","transmembrane protein 39A",55254,"3","n/a","n/a","7.01e-13","2.150"
110043,"coiled-coil domain containing 18",110043,"CCDC18","coiled-coil domain containing 18",343099,"1","n/a","n/a","1.15e-08","2.148"
2517,"FYN binding protein",2517,"FYB","FYN binding protein",2533,"5","n/a","n/a","9.40e-08","2.147"
81296,"establishment of cohesion 1 homolog 2 (S. cerevisiae)",81296,"ESCO2","establishment of cohesion 1 homolog 2 (S. cerevisiae)",157570,"8","n/a","n/a","6.17e-06","2.147"
3109,"major histocompatibility complex, class II, DR beta 5",3109,"HLA-DRB5","major histocompatibility complex, class II, DR beta 5",3127,"6","n/a","n/a","1.59e-03","2.146"
2197,"Fc fragment of IgG, low affinity IIa, receptor (CD32)",2197,"FCGR2A","Fc fragment of IgG, low affinity IIa, receptor (CD32)",2212,"1","n/a","n/a","2.36e-09","2.146"
90379,"KN motif and ankyrin repeat domains 3",90379,"KANK3","KN motif and ankyrin repeat domains 3",256949,"19","n/a","n/a","2.98e-12","2.144"
1012,"cyclin-dependent kinase 2",1012,"CDK2","cyclin-dependent kinase 2",1017,"12","n/a","n/a","2.47e-12","2.144"
2986,"granzyme K (granzyme 3; tryptase II)",2986,"GZMK","granzyme K (granzyme 3; tryptase II)",3003,"5","n/a","n/a","1.45e-04","2.143"
10717,"fibrinogen-like 2",10717,"FGL2","fibrinogen-like 2",10875,"7","n/a","n/a","4.62e-06","2.142"
5296,"plasminogen activator, urokinase",5296,"PLAU","plasminogen activator, urokinase",5328,"10","n/a","n/a","1.75e-04","2.142"
31179,"vacuolar protein sorting 29 homolog (S. cerevisiae)",31179,"VPS29","vacuolar protein sorting 29 homolog (S. cerevisiae)",51699,"12","n/a","n/a","1.95e-11","2.141"
79255,"Lix1 homolog (mouse)-like",79255,"LIX1L","Lix1 homolog (mouse)-like",128077,"1","n/a","n/a","2.48e-14","2.139"
8384,"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2",8384,"DYRK2","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2",8445,"12","n/a","n/a","2.42e-13","2.137"
5541,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",5541,"PRKAR1A","protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",5573,"17","n/a","n/a","5.44e-13","2.137"
57353,"vacuole membrane protein 1",57353,"VMP1","vacuole membrane protein 1",81671,"17","n/a","n/a","2.20e-11","2.136"
30700,"glutaredoxin 5",30700,"GLRX5","glutaredoxin 5",51218,"14","n/a","n/a","1.64e-14","2.135"
6563,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",6563,"SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",6603,"17","n/a","n/a","1.26e-09","2.135"
10709,"tetraspanin 9",10709,"TSPAN9","tetraspanin 9",10867,"12","n/a","n/a","4.44e-13","2.131"
59201,"transmembrane protein 141",59201,"TMEM141","transmembrane protein 141",85014,"9","n/a","n/a","1.01e-12","2.131"
5135,"ectonucleotide pyrophosphatase/phosphodiesterase 1",5135,"ENPP1","ectonucleotide pyrophosphatase/phosphodiesterase 1",5167,"6","n/a","n/a","1.21e-08","2.131"
28807,"C1GALT1-specific chaperone 1",28807,"C1GALT1C1","C1GALT1-specific chaperone 1",29071,"X","n/a","n/a","1.81e-12","2.130"
120,"perilipin 2",120,"PLIN2","perilipin 2",123,"9","n/a","n/a","7.77e-07","2.129"
3101,"major histocompatibility complex, class II, DQ beta 1",3101,"HLA-DQB1","major histocompatibility complex, class II, DQ beta 1",3119,"6","n/a","n/a","4.86e-04","2.128"
5164,"platelet factor 4",5164,"PF4","platelet factor 4",5196,"4","n/a","n/a","1.00e-05","2.127"
1998,"epithelial membrane protein 2",1998,"EMP2","epithelial membrane protein 2",2013,"16","n/a","n/a","1.13e-14","2.126"
4787,"natural killer cell group 7 sequence",4787,"NKG7","natural killer cell group 7 sequence",4818,"19","n/a","n/a","5.68e-05","2.125"
3572,"interleukin 13 receptor, alpha 1",3572,"IL13RA1","interleukin 13 receptor, alpha 1",3597,"X","n/a","n/a","2.28e-17","2.125"
85610,"cytochrome b, ascorbate dependent 3",85610,"CYBASC3","cytochrome b, ascorbate dependent 3",220002,"11","n/a","n/a","2.82e-09","2.125"
193,"aryl hydrocarbon receptor",193,"AHR","aryl hydrocarbon receptor",196,"7","n/a","n/a","1.50e-07","2.123"
1056,"centromere protein F, 350/400kDa (mitosin)",1056,"CENPF","centromere protein F, 350/400kDa (mitosin)",1063,"1","n/a","n/a","6.36e-06","2.123"
7135,"tumor protein, translationally-controlled 1",7135,"TPT1","tumor protein, translationally-controlled 1",7178,"13","n/a","n/a","1.19e-15","2.122"
26741,"G protein-coupled receptor 160",26741,"GPR160","G protein-coupled receptor 160",26996,"3","n/a","n/a","1.83e-09","2.119"
1019010,"MARVEL domain-containing protein 1-like",1019010,"LOC100287119","MARVEL domain-containing protein 1-like",100287119,"2","n/a","n/a","3.49e-08","2.118"
79834,"dedicator of cytokinesis 11",79834,"DOCK11","dedicator of cytokinesis 11",139818,"X","n/a","n/a","6.55e-13","2.118"
5469,"protein phosphatase 1, catalytic subunit, gamma isozyme",5469,"PPP1CC","protein phosphatase 1, catalytic subunit, gamma isozyme",5501,"12","n/a","n/a","1.32e-14","2.117"
10089,"RAS guanyl releasing protein 2 (calcium and DAG-regulated)",10089,"RASGRP2","RAS guanyl releasing protein 2 (calcium and DAG-regulated)",10235,"11","n/a","n/a","6.54e-11","2.117"
58318,"Zic family member 4",58318,"ZIC4","Zic family member 4",84107,"3","n/a","n/a","3.61e-11","2.116"
33916,"poly (ADP-ribose) polymerase family, member 14",33916,"PARP14","poly (ADP-ribose) polymerase family, member 14",54625,"3","n/a","n/a","1.65e-09","2.116"
10852,"GLI pathogenesis-related 1",10852,"GLIPR1","GLI pathogenesis-related 1",11010,"12","n/a","n/a","1.92e-07","2.115"
30783,"cytochrome P450, family 39, subfamily A, polypeptide 1",30783,"CYP39A1","cytochrome P450, family 39, subfamily A, polypeptide 1",51302,"6","n/a","n/a","7.90e-09","2.114"
9368,"ADAM metallopeptidase with thrombospondin type 1 motif, 2",9368,"ADAMTS2","ADAM metallopeptidase with thrombospondin type 1 motif, 2",9509,"5","n/a","n/a","6.22e-07","2.113"
1746,"dentin matrix acidic phosphoprotein 1",1746,"DMP1","dentin matrix acidic phosphoprotein 1",1758,"4","n/a","n/a","8.29e-07","2.112"
5756,"protein tyrosine phosphatase, receptor type, C",5756,"PTPRC","protein tyrosine phosphatase, receptor type, C",5788,"1","n/a","n/a","1.55e-06","2.112"
289,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5",289,"SLC25A5","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5",292,"X","n/a","n/a","8.44e-07","2.111"
167417,"lymphocyte-specific protein 1 pseudogene",167417,"LOC654342","lymphocyte-specific protein 1 pseudogene",654342,"2","n/a","n/a","2.56e-08","2.109"
34299,"PARP1 binding protein",34299,"PARPBP","PARP1 binding protein",55010,"12","n/a","n/a","9.16e-11","2.108"
5907,"RNA binding motif, single stranded interacting protein 2",5907,"RBMS2","RNA binding motif, single stranded interacting protein 2",5939,"12","n/a","n/a","3.90e-20","2.108"
886,"cyclin B1",886,"CCNB1","cyclin B1",891,"5","n/a","n/a","3.22e-11","2.106"
25686,"WW domain containing transcription regulator 1",25686,"WWTR1","WW domain containing transcription regulator 1",25937,"3","n/a","n/a","3.30e-10","2.106"
36168,"transmembrane 9 superfamily member 3",36168,"TM9SF3","transmembrane 9 superfamily member 3",56889,"10","n/a","n/a","2.64e-19","2.105"
33828,"family with sequence similarity 35, member A",33828,"FAM35A","family with sequence similarity 35, member A",54537,"10","n/a","n/a","1.25e-13","2.104"
1019610,"uncharacterized LOC100287803",1019610,"LOC100287803","uncharacterized LOC100287803",100287803,"13","n/a","n/a","2.59e-13","2.103"
1982,"E74-like factor 1 (ets domain transcription factor)",1982,"ELF1","E74-like factor 1 (ets domain transcription factor)",1997,"13","n/a","n/a","2.43e-16","2.100"
22934,"ral guanine nucleotide dissociation stimulator-like 1",22934,"RGL1","ral guanine nucleotide dissociation stimulator-like 1",23179,"1","n/a","n/a","1.76e-14","2.098"
79165,"Src homology 2 domain containing E",79165,"SHE","Src homology 2 domain containing E",126669,"1","n/a","n/a","4.48e-12","2.097"
57602,"kinesin family member 18A",57602,"KIF18A","kinesin family member 18A",81930,"11","n/a","n/a","7.12e-09","2.096"
3408,"interferon, gamma-inducible protein 16",3408,"IFI16","interferon, gamma-inducible protein 16",3428,"1","n/a","n/a","1.54e-09","2.093"
5341,"phosphomannomutase 2",5341,"PMM2","phosphomannomutase 2",5373,"16","n/a","n/a","1.56e-14","2.092"
59913,"Bcl2 modifying factor",59913,"BMF","Bcl2 modifying factor",90427,"15","n/a","n/a","4.06e-15","2.089"
78711,"coiled-coil-helix-coiled-coil-helix domain containing 1",78711,"CHCHD1","coiled-coil-helix-coiled-coil-helix domain containing 1",118487,"10","n/a","n/a","3.38e-14","2.086"
25640,"peptidase domain containing associated with muscle regeneration 1",25640,"PAMR1","peptidase domain containing associated with muscle regeneration 1",25891,"11","n/a","n/a","1.02e-09","2.085"
35112,"phosphoprotein associated with glycosphingolipid microdomains 1",35112,"PAG1","phosphoprotein associated with glycosphingolipid microdomains 1",55824,"8","n/a","n/a","3.32e-09","2.085"
10812,"cytoskeleton-associated protein 4",10812,"CKAP4","cytoskeleton-associated protein 4",10970,"12","n/a","n/a","7.86e-11","2.083"
4060,"MAD2 mitotic arrest deficient-like 1 (yeast)",4060,"MAD2L1","MAD2 mitotic arrest deficient-like 1 (yeast)",4085,"4","n/a","n/a","1.23e-07","2.082"
5745,"protein tyrosine phosphatase, non-receptor type 6",5745,"PTPN6","protein tyrosine phosphatase, non-receptor type 6",5777,"12","n/a","n/a","1.88e-09","2.082"
7381,"vascular endothelial growth factor C",7381,"VEGFC","vascular endothelial growth factor C",7424,"4","n/a","n/a","3.85e-06","2.081"
94672,"discoidin, CUB and LCCL domain containing 1",94672,"DCBLD1","discoidin, CUB and LCCL domain containing 1",285761,"6","n/a","n/a","1.64e-10","2.081"
2190,"Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide",2190,"FCER1A","Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide",2205,"1","n/a","n/a","1.18e-03","2.081"
35244,"kelch-like 9 (Drosophila)",35244,"KLHL9","kelch-like 9 (Drosophila)",55958,"9","n/a","n/a","7.48e-09","2.081"
10365,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",10365,"SEMA3C","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",10512,"7","n/a","n/a","3.58e-07","2.078"
2978,"glycophorin C (Gerbich blood group)",2978,"GYPC","glycophorin C (Gerbich blood group)",2995,"2","n/a","n/a","5.80e-09","2.078"
23410,"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",23410,"SLC7A11","solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11",23657,"4","n/a","n/a","1.69e-10","2.074"
122648,"patched domain containing 3 pseudogene",122648,"LOC387647","patched domain containing 3 pseudogene",387647,"10","n/a","n/a","4.75e-08","2.074"
3396,"insulin-degrading enzyme",3396,"IDE","insulin-degrading enzyme",3416,"10","n/a","n/a","6.52e-15","2.073"
35541,"glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)",35541,"GPCPD1","glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)",56261,"20","n/a","n/a","1.23e-16","2.073"
4290,"matrix metallopeptidase 7 (matrilysin, uterine)",4290,"MMP7","matrix metallopeptidase 7 (matrilysin, uterine)",4316,"11","n/a","n/a","2.93e-03","2.071"
30674,"chemokine-like factor",30674,"CKLF","chemokine-like factor",51192,"16","n/a","n/a","1.73e-14","2.069"
6948,"dynein, light chain, Tctex-type 3",6948,"DYNLT3","dynein, light chain, Tctex-type 3",6990,"X","n/a","n/a","2.61e-09","2.069"
122734,"RAB15 effector protein",122734,"REP15","RAB15 effector protein",387849,"12","n/a","n/a","9.92e-07","2.069"
1967,"eukaryotic translation initiation factor 4 gamma, 2",1967,"EIF4G2","eukaryotic translation initiation factor 4 gamma, 2",1982,"11","n/a","n/a","4.16e-19","2.067"
81523,"sprouty-related, EVH1 domain containing 1",81523,"SPRED1","sprouty-related, EVH1 domain containing 1",161742,"15","n/a","n/a","7.25e-13","2.066"
59855,"tetraspanin 18",59855,"TSPAN18","tetraspanin 18",90139,"11","n/a","n/a","1.25e-11","2.063"
94464,"anaphase promoting complex subunit 1 pseudogene",94464,"LOC285074","anaphase promoting complex subunit 1 pseudogene",285074,"2","n/a","n/a","1.16e-09","2.062"
85730,"5'-nucleotidase domain containing 1",85730,"NT5DC1","5'-nucleotidase domain containing 1",221294,"6","n/a","n/a","3.23e-15","2.061"
1015748,"chromosome 11 open reading frame 91",1015748,"C11orf91","chromosome 11 open reading frame 91",100131378,"11","n/a","n/a","5.19e-08","2.059"
5883,"retinoic acid receptor, beta",5883,"RARB","retinoic acid receptor, beta",5915,"3","n/a","n/a","4.37e-11","2.059"
36863,"WD repeat and FYVE domain containing 1",36863,"WDFY1","WD repeat and FYVE domain containing 1",57590,"2","n/a","n/a","1.24e-18","2.059"
5689,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",5689,"PSME2","proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",5721,"14","n/a","n/a","3.64e-15","2.059"
165791,"small Cajal body-specific RNA 21",165791,"SCARNA21","small Cajal body-specific RNA 21",677763,"17","n/a","n/a","3.14e-04","2.055"
8534,"tumor necrosis factor (ligand) superfamily, member 11",8534,"TNFSF11","tumor necrosis factor (ligand) superfamily, member 11",8600,"13","n/a","n/a","1.86e-05","2.055"
6901,"transcription factor 19",6901,"TCF19","transcription factor 19",6941,"6","n/a","n/a","2.18e-14","2.054"
4916,"ornithine decarboxylase antizyme 2",4916,"OAZ2","ornithine decarboxylase antizyme 2",4947,"15","n/a","n/a","4.16e-11","2.053"
809,"calumenin",809,"CALU","calumenin",813,"7","n/a","n/a","2.95e-13","2.052"
56056,"solute carrier family 35, member F5",56056,"SLC35F5","solute carrier family 35, member F5",80255,"2","n/a","n/a","3.18e-12","2.051"
1525,"cytochrome b-245, beta polypeptide",1525,"CYBB","cytochrome b-245, beta polypeptide",1536,"X","n/a","n/a","6.25e-08","2.050"
59026,"abhydrolase domain containing 14B",59026,"ABHD14B","abhydrolase domain containing 14B",84836,"3","n/a","n/a","2.95e-13","2.050"
9784,"kinesin family member 14",9784,"KIF14","kinesin family member 14",9928,"1","n/a","n/a","1.49e-08","2.048"
93882,"prolyl 4-hydroxylase, alpha polypeptide III",93882,"P4HA3","prolyl 4-hydroxylase, alpha polypeptide III",283208,"11","n/a","n/a","3.01e-10","2.048"
25840,"HECT and RLD domain containing E3 ubiquitin protein ligase 4",25840,"HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4",26091,"10","n/a","n/a","2.53e-19","2.048"
1357,"claudin 7",1357,"CLDN7","claudin 7",1366,"17","n/a","n/a","1.95e-07","2.047"
9574,"endothelin converting enzyme 2",9574,"ECE2","endothelin converting enzyme 2",9718,"3","n/a","n/a","1.29e-06","2.047"
77494,"caspase recruitment domain family, member 16",77494,"CARD16","caspase recruitment domain family, member 16",114769,"11","n/a","n/a","3.79e-05","2.045"
10572,"YME1-like 1 (S. cerevisiae)",10572,"YME1L1","YME1-like 1 (S. cerevisiae)",10730,"10","n/a","n/a","1.05e-24","2.045"
34968,"LIM and senescent cell antigen-like domains 2",34968,"LIMS2","LIM and senescent cell antigen-like domains 2",55679,"2","n/a","n/a","1.73e-07","2.044"
25745,"REX2, RNA exonuclease 2 homolog (S. cerevisiae)",25745,"REXO2","REX2, RNA exonuclease 2 homolog (S. cerevisiae)",25996,"11","n/a","n/a","3.60e-21","2.043"
5614,"protease, serine, 3",5614,"PRSS3","protease, serine, 3",5646,"9","n/a","n/a","9.91e-04","2.042"
81455,"solute carrier family 35, member G1",81455,"SLC35G1","solute carrier family 35, member G1",159371,"10","n/a","n/a","7.17e-10","2.042"
9551,"ER degradation enhancer, mannosidase alpha-like 1",9551,"EDEM1","ER degradation enhancer, mannosidase alpha-like 1",9695,"3","n/a","n/a","5.39e-19","2.041"
57280,"collagen, type XXI, alpha 1",57280,"COL21A1","collagen, type XXI, alpha 1",81578,"6","n/a","n/a","1.69e-05","2.039"
